sentence,raw_aspect,sentiment
"Among them starting from the best to worst in camera performance are Honor 9i , Honor 8 , Honor 8 smart , Honor 5X , Honor 9n , Honor7c , Honor 7x",8 smart,Negative
Growing the popularity of honor degrad,honor,Negative
Mobile Is Great 2,Mobile,Positive
Battery Is Average 3,Battery,Neutral
Camera Is pretty Well 4,Camera,Positive
Display Looks So Great 5,Display,Positive
Look Is Awesome,Look,Positive
Pros : 1 Design is best in this segment,Design,Positive
Processor is value for money,Processor,Positive
I mostly liked is its Niht mode photography,photography,Positive
You just have to hold ypur phone still and look how it adds magic to the night mode,night mode,Positive
"FRONT Camera is good , rear is brilliant",FRONT Camera,Positive
"FRONT Camera is good , rear is brilliant",rear,Positive
High performance games do well on low graphics but not a real performance which you won ' t expect in this price,performance,Positive
High performance games do well on low graphics but not a real performance which you won ' t expect in this price,graphics,Negative
High performance games do well on low graphics but not a real performance which you won ' t expect in this price,performance,Positive
High performance games do well on low graphics but not a real performance which you won ' t expect in this price,price,Neutral
"I charge every morning before goin to the office , come back at 6 : 30 and it still has 50 % left",office,Neutral
Then i play games and continues,games,Neutral
"After a long time , i got an amazing android phone at this price",android,Positive
"After a long time , i got an amazing android phone at this price",price,Positive
Its GUI i,GUI,Negative
e Graphic User Interface is pretty amazing,Graphic User Interface,Positive
Fantastic Display and No words for Camera Quality,Display,Positive
Fantastic Display and No words for Camera Quality,Camera Quality,Positive
Though its battery life isn ' t that good,battery life,Negative
"But Overall , its amazing",,
I m Honoured to have Honor 😉,,
in short awesome phone in this range,phone,Positive
in short awesome phone in this range,range,Positive
camera is best,camera,Positive
screen colour and ratio is Great,screen colour,Positive
fit in hand perfectly,fit,Positive
latest Android updates,Android,Positive
back glass protection looks absolutely loving,back glass protection,Positive
fast facelock and fingerprint sensor is also fast,facelock,Positive
fast facelock and fingerprint sensor is also fast,fingerprint sensor,Positive
11 sec just,,
overall in this price superb phone with notch display concept,display,Positive
Most beautiful mobile with great cameras in this price range,mobile,Positive
Most beautiful mobile with great cameras in this price range,cameras,Positive
Most beautiful mobile with great cameras in this price range,price,Positive
Portrait mode is perfect,mode,Positive
Battery is good,Battery,Positive
Some great features in emui,features,Positive
Overall best mobile for 14k,mobile,Positive
"Honor 9N is really awesome device in this price range display is really too much smooth , selfie camera is very nice , performance is very nice , battery back up is only one single drawback",display,Positive
"Honor 9N is really awesome device in this price range display is really too much smooth , selfie camera is very nice , performance is very nice , battery back up is only one single drawback",selfie camera,Positive
"Honor 9N is really awesome device in this price range display is really too much smooth , selfie camera is very nice , performance is very nice , battery back up is only one single drawback",performance,Positive
"Honor 9N is really awesome device in this price range display is really too much smooth , selfie camera is very nice , performance is very nice , battery back up is only one single drawback",battery back up,Positive
Battery is good but not good as compare to Mi phone,Battery,Neutral
If u r looking for powerful phone with advance feature than go for it,feature,Positive
I am writing this review after one year of usage,usage,Neutral
The phone is pretty economical considering its price,price,Positive
It is good for normal usage such occasional browsing and calling,usage,Positive
The battery is main downside of this phone,battery,Negative
"It will drain out very quickly if you use mobile Internet , while on Wi - Fi it lasts bit longer",mobile Internet,Negative
"It will drain out very quickly if you use mobile Internet , while on Wi - Fi it lasts bit longer",Wi - Fi,Positive
It ' s a non gamer phone,phone,Negative
Performance is average,Performance,Neutral
"Camera is quality is also good , not that great awesome one",Camera,Positive
It would suit only little time users,time,Neutral
Battery has good ideal time back up but u,Battery,Positive
IF YOU ARE LOOKING FOR GOOD CAMERA THEN PLEASE DONT BUY THIS,CAMERA,Negative
IT HAS WORST CAMERA I HAVE EVER SEEN,CAMERA,Negative
I HAVE COMIO C2,,
IT COSTS AROUND4,COSTS,Negative
5K BUT TRUST ME ITS CAMERA IS FAR BETTER THAN HONOR 9N,CAMERA,Positive
APART FROM CAMERA EVRYTHING IS GOOD,EVRYTHING,Positive
"Excellent mobile , fabulous mobile , It ' s is much better than what I thought",mobile,Positive
about it I brought it for challenge,challenge,Neutral
To give away this to lucky winner,,
In FREE FIRE GAME,GAME,Neutral
This mobile very good looking and also very good display am using this mobile for the last 2 years bust now also am feeling same like new mobile very good looking honer 9n,looking,Positive
This mobile very good looking and also very good display am using this mobile for the last 2 years bust now also am feeling same like new mobile very good looking honer 9n,display,Positive
Best phone ever usedPros : 1,phone,Positive
Size is just perfect 2,Size,Positive
Bezel are small 3,Bezel,Negative
Excellent battery life6,battery life6,Positive
Fast finger print sensor8,print sensor8,Positive
UI is awesome9,UI,Positive
Regular updates by Huawei Cons : 1,Huawei,Neutral
Although charging time is faster than normal but no quick charge available,charging time,Positive
Although charging time is faster than normal but no quick charge available,charge,Negative
"Awesome phone , worth for money , battery is good as it give a 1 day backup in 4g network , display is good , camera is as good for 13 and selfi 16 mp , slight lag is there sometimes , good network capture",battery,Positive
"Awesome phone , worth for money , battery is good as it give a 1 day backup in 4g network , display is good , camera is as good for 13 and selfi 16 mp , slight lag is there sometimes , good network capture",network,Positive
